X,Y,domain
-1.7951958020513104,0.007638048015959201,true_target
-1.7794878387833615,0.0681339404665146,true_target
-1.7637798755154124,0.1860804387669372,true_target
-1.7480719122474635,0.05182261717943669,true_target
-1.7323639489795144,0.13397967421673318,true_target
-1.7166559857115655,-0.05781220786750599,true_target
-1.7009480224436166,0.10436442818345366,true_target
-1.6852400591756675,0.26330483645206676,true_target
-1.6695320959077187,0.35910731979517607,true_target
-1.6538241326397696,0.2508174791326681,true_target
-1.6381161693718207,0.5146525466947768,true_target
-1.6224082061038718,0.5147628428902005,true_target
-1.6067002428359227,0.36205930350719706,true_target
-1.5909922795679738,0.15579759051740172,true_target
-1.5752843163000247,0.248022653984474,true_target
-1.5595763530320759,0.37620461707680547,true_target
-1.543868389764127,0.5933377848941319,true_target
-1.528160426496178,0.540068644528748,true_target
-1.512452463228229,0.3264020133567153,true_target
-1.49674449996028,0.5392067949651145,true_target
-1.481036536692331,0.7491213897487847,true_target
-1.4653285734243822,0.5754265849227111,true_target
-1.449620610156433,0.5624270280211231,true_target
-1.4339126468884842,0.8667742755754634,true_target
-1.418204683620535,0.6898880596085235,true_target
-1.4024967203525862,0.6591910713079396,true_target
-1.3867887570846373,0.7639853433042393,true_target
-1.3710807938166882,0.7518275422678684,true_target
-1.3553728305487394,0.7275990149522797,true_target
-1.3396648672807903,0.9110006452308868,true_target
-1.3239569040128414,0.9205871746533961,true_target
-1.3082489407448925,0.9111667300886721,true_target
-1.2925409774769434,0.8340392037446613,true_target
-1.2768330142089943,0.9754320646438921,true_target
-1.2611250509410454,0.8713364221279961,true_target
-1.2454170876730966,0.9376708509112519,true_target
-1.2297091244051477,1.0081957392599696,true_target
-1.2140011611371986,0.9986390617105494,true_target
-1.1982931978692497,1.1087519542088784,true_target
-1.1825852346013006,0.9860091705582427,true_target
-1.1668772713333517,0.7826505177083298,true_target
-1.1511693080654029,0.8442766751787153,true_target
-1.1354613447974538,1.1035938429968037,true_target
-1.1197533815295049,0.9427884449454845,true_target
-1.1040454182615558,1.0209411652419977,true_target
-1.088337454993607,0.9025427749420551,true_target
-1.072629491725658,1.0922028436825078,true_target
-1.056921528457709,0.957078739719801,true_target
-1.04121356518976,1.1438375522892235,true_target
-1.025505601921811,0.9462831582759138,true_target
-1.009797638653862,1.1118133396717695,true_target
-0.9940896753859131,1.0669461708478185,true_target
-0.9783817121179641,0.9257875378868565,true_target
-0.9626737488500151,1.105461597877798,true_target
-0.9469657855820662,0.9019512522668781,true_target
-0.9312578223141172,0.9054416217047125,true_target
-0.9155498590461683,1.054458379939958,true_target
-0.8998418957782194,0.9133825617921486,true_target
-0.8841339325102703,0.9091988544031802,true_target
-0.8684259692423214,0.9259036147559039,true_target
-0.8527180059743725,0.851039597307902,true_target
-0.8370100427064234,1.0453802099216152,true_target
-0.8213020794384746,0.9906279557367365,true_target
-0.8055941161705255,0.9108217560149329,true_target
-0.7898861529025765,0.8939878457486655,true_target
-0.7741781896346276,0.9360220754650858,true_target
-0.7584702263666785,1.0528401900957707,true_target
-0.7427622630987296,0.9478390072571679,true_target
-0.7270542998307805,0.7934822120744749,true_target
-0.7113463365628316,0.904822494799448,true_target
-0.6956383732948828,0.7971398771646385,true_target
-0.6799304100269337,0.7702551939953178,true_target
-0.6642224467589848,0.9571603802910018,true_target
-0.6485144834910359,0.7082172798626473,true_target
-0.6328065202230868,0.6810501359086708,true_target
-0.6170985569551379,0.5118962524620243,true_target
-0.6013905936871891,0.5443141913833751,true_target
-0.58568263041924,0.7064241591971117,true_target
-0.5699746671512911,0.567931899630166,true_target
-0.554266703883342,0.6644484338313005,true_target
-0.5385587406153931,0.4762981470558796,true_target
-0.5228507773474442,0.48535239521895734,true_target
-0.5071428140794954,0.6032838656745974,true_target
-0.49143485081154603,0.6551306537966789,true_target
-0.47572688754359715,0.5410009542441172,true_target
-0.4600189242756483,0.573773583911672,true_target
-0.4443109610076994,0.5962387087023135,true_target
-0.4286029977397505,0.5011568059501906,true_target
-0.4128950344718014,0.27628054885467557,true_target
-0.3971870712038523,0.32820344899453713,true_target
-0.38147910793590345,0.3720365614434386,true_target
-0.3657711446679546,0.237506415910406,true_target
-0.3500631814000057,0.29388449089697755,true_target
-0.3343552181320566,0.06022761285709621,true_target
-0.3186472548641075,0.10451851670008398,true_target
-0.3029392915961586,0.20932243959874838,true_target
-0.28723132832820975,-0.09837541754694254,true_target
-0.27152336506026065,-0.01666293690994089,true_target
-0.25581540179231177,0.061018687738299354,true_target
-0.24010743852436267,-0.1405286883838241,true_target
-0.2243994752564138,0.00571209960820933,true_target
-0.17727558545256694,-0.11136550814730398,true_target
-0.1301516956487201,-0.09194997907939617,true_target
-0.08302780584487301,-0.12000659865856733,true_target
-0.03590391604102616,-0.10640391380843808,true_target
0.01121997376282069,-0.2128133384984606,true_target
0.05834386356666754,-0.17841267385346532,true_target
0.1054677533705144,-0.2782589214614804,true_target
0.15259164317436147,-0.19308253615711563,true_target
0.19971553297820832,-0.10961019471042116,true_target
0.24683942278205517,-0.2893300164499181,true_target
0.2939633125859018,-0.3217509947105339,true_target
0.3410872023897489,-0.48452534980079814,true_target
0.38821109219359595,-0.32781126806874195,true_target
0.4353349819974426,-0.5015860244206956,true_target
0.48245887180128966,-0.5348752193867595,true_target
0.5295827616051367,-0.42600972881591165,true_target
0.5767066514089834,-0.4909375413145838,true_target
0.6238305412128304,-0.42510924988409055,true_target
0.6709544310166771,-0.417795685002499,true_target
0.7180783208205241,-0.6417534085127222,true_target
0.7652022106243712,-0.6000693546373822,true_target
0.8123261004282178,-0.46138247139115707,true_target
0.8594499902320649,-0.564657940300746,true_target
0.9065738800359116,-0.6132422008983615,true_target
0.9536977698397586,-0.5764861746730022,true_target
1.0008216596436057,-0.789428924337849,true_target
1.0479455494474523,-0.6864527286889961,true_target
1.0950694392512994,-0.629587903839388,true_target
1.142193329055146,-0.6280637838135157,true_target
1.189317218858993,-0.8896354761131697,true_target
1.2364411086628397,-0.8522479950377041,true_target
1.2835649984666868,-0.8060564081295784,true_target
1.3306888882705339,-0.8896417613049249,true_target
1.377812778074381,-0.915488304024668,true_target
1.4249366678782276,-0.8226063913701724,true_target
1.4720605576820747,-0.9401680507527208,true_target
1.5191844474859213,-1.0965459148039525,true_target
1.566308337289768,-0.8935917543042943,true_target
1.6134322270936154,-0.9833300480113182,true_target
1.660556116897462,-1.024209614468187,true_target
1.7076800067013087,-1.1168675007425335,true_target
1.7548038965051562,-0.8672009144314604,true_target
1.8019277863090029,-1.1986280251237487,true_target
1.8490516761128495,-1.1522206112009181,true_target
1.8961755659166966,-1.0152729468512518,true_target
1.9432994557205436,-0.869219142749408,true_target
1.9904233455243907,-0.8645913740348147,true_target
2.0375472353282373,-1.113524991921208,true_target
2.084671125132084,-1.0172697799640866,true_target
2.131795014935931,-1.1510456375087568,true_target
2.1789189047397777,-0.8983858539882408,true_target
2.226042794543625,-1.1456829944802895,true_target
2.273166684347472,-1.0098815391038038,true_target
2.3202905741513185,-0.8888163234195029,true_target
2.367414463955166,-1.0099297434481287,true_target
2.4145383537590126,-0.8352712163461147,true_target
2.4616622435628592,-1.0629175842578327,true_target
2.508786133366706,-0.9316641141739439,true_target
2.5559100231705534,-0.8749654670945697,true_target
2.6030339129744,-0.9650276893392609,true_target
2.6501578027782466,-0.8022493425295937,true_target
2.6972816925820933,-0.8749635274194323,true_target
2.744405582385941,-1.0814995849848157,true_target
2.7915294721897874,-0.5089667820622236,true_target
2.838653361993634,-0.8261421597793016,true_target
2.8857772517974816,-0.8655723506615048,true_target
2.932901141601328,-1.0006233088705916,true_target
2.9800250314051757,-0.8361511436214534,true_target
3.0271489212090223,-0.8730748573586306,true_target
3.074272811012869,-0.7445816277719159,true_target
3.1213967008167156,-0.7529879832545041,true_target
3.168520590620563,-0.5852122942688517,true_target
3.215644480424409,-0.7358859323778283,true_target
3.2627683702282564,-0.6776180794225574,true_target
3.309892260032104,-0.6698610960354034,true_target
3.3570161498359496,-0.699396086234629,true_target
3.404140039639797,-0.6796518850556547,true_target
3.4512639294436447,-0.5273239694818415,true_target
3.4983878192474913,-0.5349043401191143,true_target
3.545511709051338,-0.6507294126978513,true_target
3.5926355988551855,-0.6734269881494299,true_target
3.639759488659031,-0.5425677974736826,true_target
3.6868833784628787,-0.3928974175829326,true_target
3.7340072682667262,-0.48450661272851314,true_target
3.781131158070573,-0.2793469908167505,true_target
3.8282550478744195,-0.5032863202724165,true_target
3.875378937678266,-0.3829838368681998,true_target
3.9225028274821128,-0.6197549387812535,true_target
3.9696267172859603,-0.3983047083363205,true_target
4.016750607089807,-0.3399291262391339,true_target
4.0638744968936535,-0.22789732859002074,true_target
4.110998386697501,-0.07762370329774179,true_target
4.158122276501347,-0.2146488824601693,true_target
4.205246166305195,-0.04198955642484381,true_target
4.252370056109042,-0.09026635739363284,true_target
4.2994939459128885,-0.02669801554309735,true_target
4.346617835716735,-0.1407237990011077,true_target
4.393741725520582,0.07570861483554885,true_target
4.440865615324429,-0.13870718694929285,true_target
4.487989505128276,0.04951586112003166,true_target
4.58223728473597,-0.0637954509924975,true_target
4.676485064343663,0.010975964289437819,true_target
4.770732843951357,-0.05203204715369626,true_target
4.864980623559051,0.0736984426997019,true_target
4.959228403166745,0.1915461546913274,true_target
5.053476182774439,0.18050426827786087,true_target
5.147723962382132,0.0833667472711761,true_target
5.241971741989826,0.3957638728339917,true_target
5.33621952159752,0.31271319987007495,true_target
5.430467301205214,0.4098235376825237,true_target
5.524715080812907,0.41726061220876004,true_target
5.618962860420601,0.30163777598795655,true_target
5.713210640028295,0.2026431947735767,true_target
5.807458419635989,0.3342368547419019,true_target
5.901706199243683,0.5765060846668698,true_target
5.995953978851377,0.37639906673168383,true_target
6.09020175845907,0.5906457841827772,true_target
6.184449538066764,0.47458609766611426,true_target
6.2786973176744585,0.601394302337529,true_target
6.372945097282152,0.4053932670299537,true_target
6.467192876889845,0.7296145702529728,true_target
6.561440656497538,0.6334571197396413,true_target
6.655688436105233,0.7498944452202425,true_target
6.749936215712927,0.7035332708669981,true_target
6.84418399532062,0.7869131607164416,true_target
6.938431774928315,0.7187754234950515,true_target
7.032679554536008,0.8244467239818456,true_target
7.126927334143701,0.6195559743533847,true_target
7.221175113751396,0.6820839431311397,true_target
7.31542289335909,0.881564394823101,true_target
7.409670672966783,0.823162748653612,true_target
7.503918452574478,0.8214525083799938,true_target
7.598166232182171,0.8427807975388077,true_target
7.6924140117898645,0.92647919097838,true_target
7.7866617913975595,0.831672148764126,true_target
7.880909571005253,0.9558578121405452,true_target
7.975157350612946,0.8261754407771131,true_target
8.06940513022064,0.8890512815862547,true_target
8.163652909828334,1.0393759361261468,true_target
8.257900689436028,1.0581817590797427,true_target
8.35214846904372,0.8505782496514067,true_target
8.446396248651416,1.0524466358514688,true_target
8.54064402825911,0.871998529735257,true_target
8.634891807866802,1.0555895739005965,true_target
8.729139587474496,0.7978071346632082,true_target
8.82338736708219,0.8804036320705666,true_target
8.917635146689886,0.944664736820794,true_target
9.011882926297577,0.9813781329396756,true_target
9.106130705905272,1.1418680033006303,true_target
9.200378485512966,1.0903999174003527,true_target
9.294626265120659,1.1570533512229697,true_target
9.388874044728354,1.1186875182318283,true_target
9.483121824336047,0.9672756094395956,true_target
9.57736960394374,0.9654820128826058,true_target
9.671617383551435,1.094585502815264,true_target
9.765865163159129,0.9863243938309727,true_target
9.860112942766822,0.9602173946894157,true_target
9.954360722374515,0.835062888827112,true_target
10.04860850198221,0.9496476735213891,true_target
10.142856281589903,0.671956875625769,true_target
10.237104061197597,0.895269013439357,true_target
10.33135184080529,0.8317874607220714,true_target
10.425599620412985,0.9870120604379168,true_target
10.519847400020678,0.8569598168244535,true_target
10.614095179628372,0.8581013692542601,true_target
10.708342959236067,1.0110172265109134,true_target
10.80259073884376,0.7558352524870823,true_target
10.896838518451455,0.8759938150176804,true_target
10.991086298059148,0.6375538795269151,true_target
11.085334077666841,0.8179899061194126,true_target
11.179581857274535,0.8311815869153749,true_target
11.27382963688223,0.8565003399554805,true_target
11.368077416489921,0.6602427502985952,true_target
11.462325196097616,0.7609343216158712,true_target
11.556572975705311,0.7389222011544165,true_target
11.650820755313003,0.6826239425189254,true_target
11.745068534920698,0.6763134931964326,true_target
11.839316314528393,0.6837774219218561,true_target
11.933564094136086,0.6526950961411615,true_target
12.02781187374378,0.4881841633836333,true_target
12.122059653351474,0.4424972268196823,true_target
12.216307432959166,0.7864248235108643,true_target
12.310555212566861,0.7010206443931802,true_target
12.404802992174556,0.34258428649631184,true_target
12.49905077178225,0.4990122739433314,true_target
12.593298551389942,0.48852299984038394,true_target
12.687546330997636,0.47228161415082953,true_target
12.781794110605329,0.38216409632941356,true_target
12.876041890213024,0.24605072632442887,true_target
12.970289669820717,0.29077495373863776,true_target
13.06453744942841,0.22987859226014773,true_target
13.158785229036106,0.2621271987688303,true_target
13.253033008643797,0.19130611098448552,true_target
13.347280788251494,0.17421375195702274,true_target
13.441528567859187,0.25828971251701915,true_target
13.53577634746688,0.248389053559777,true_target
13.630024127074574,-0.024002003958667514,true_target
13.724271906682267,0.016797509085855894,true_target
13.818519686289962,-0.047669236299388545,true_target
13.912767465897655,0.12237222119601106,true_target
14.00701524550535,-0.037347549332978354,true_target
14.101263025113042,0.08210842088651067,true_target
14.195510804720737,-0.1418663987841862,true_target
14.289758584328432,-0.12273323414573847,true_target
14.384006363936123,-0.2913041097199546,true_target
14.478254143543818,-0.05712776093710631,true_target
14.572501923151513,-0.2544044501542688,true_target
14.666749702759205,-0.3972055322973996,true_target
14.760997482366896,-0.33823723455455496,true_target
14.855245261974595,-0.5395077881519615,true_target
14.949493041582286,-0.34191963751517024,true_target
15.043740821189981,-0.35687577844325835,true_target
15.137988600797673,-0.36834007393426493,true_target
15.232236380405368,-0.27596847320736884,true_target
15.326484160013063,-0.4840881151350805,true_target
15.420731939620755,-0.40100808240118757,true_target
15.51497971922845,-0.4778175468490709,true_target
15.609227498836145,-0.5551589590263971,true_target
15.703475278443836,-0.7697635800444853,true_target
15.797723058051531,-0.49303513555790546,true_target
15.891970837659226,-0.6633044485672084,true_target
15.986218617266918,-0.6356284005836067,true_target
16.080466396874613,-0.7883579429621996,true_target
16.174714176482304,-0.6562475525475879,true_target
16.26896195609,-0.6963036994553126,true_target
16.363209735697694,-0.7260268655243348,true_target
16.457457515305386,-0.7635903825600313,true_target
16.55170529491308,-0.665591413700532,true_target
16.645953074520776,-0.6935329261178562,true_target
16.740200854128467,-0.7364253091228646,true_target
16.834448633736162,-0.49497269865752513,true_target
16.928696413343857,-0.9043504585397463,true_target
17.02294419295155,-0.8986937785573312,true_target
17.117191972559244,-0.9777870491297302,true_target
17.21143975216694,-0.8474079045587268,true_target
17.305687531774634,-0.9735757917720372,true_target
17.399935311382325,-1.1875907998505857,true_target
17.49418309099002,-1.051110298471122,true_target
17.588430870597712,-0.9336555790386367,true_target
